User_ID,Description,Browser_Used,Device_Used,Is_Response
id10995,"Boy, you don't get many of these from me! But this hotel stands out in every way. I don't know when I last stayed in an Omni but I'll be checking out a few more in the future based on this. Where to start? Well, I was at an event at the convention center so the location was perfect -but being right downtown it's covenient to the West End for all the restaurants within just a few blocks walking. Ditto JFK sites. The design and functionality of the rooms is amazingly well thought out with surprising and pleasant little touches. The service is spot on. Join their hotel club and get free Internet, discounted parking and morning beverage to your room immediately. I left a shirt in a drawer and they called me the next day and it's on the way. I loved the casual lounge with large chairs and nooks for a drink and relaxation. I could go on but in a nutshell if it is even a consideration to stay here don't consider it... Just do it!",Mozilla Firefox,Desktop,happy
id10996,"Stayed three nights on business. 
I had an interior facing room, so no view, but also no traffic noise at night. It was very quiet. The room was quite large. Huge closet.
The bed was very comfortable. Some of the place sleep I've had at a hotel. The bathroom was large and clean.
The lobby was large, with a number of places to sit. This was convenient when waiting for my business partner. Very old school with very ornate decor.
The main dining room, Laural Court, is painted with landscape murals. A lovely room. Wait staff were very old school - literally. Food was so so.
The Tonga Room & Hurricane Bar was a blast. Very different from the rest of the property.",InternetExplorer,Mobile,happy
id10999,"I stayed here for a business trip and was so pleased by the comfort and great service. Whoever hired the staff should be very pleased with the team. The accomodations, fitness center, complimentary breakfast, and personal service made this trip pleasant for me. I did not use the shuttle, laundry, pool, or whirlpool as I was quite busy every day. If you have to be away from home on business you want to stay somewhere like this. I recommend it.",Google Chrome,Desktop,happy
id11000,"Not too far to get into town, clean and comfortable. Good night's sleep but why would you paint a room the colour of an OAP's underwear?",IE,Mobile,happy
id11003,"Once again I used Priceline and lucked up! I could not have asked for a better location. The hotel lobby is still under renovation, however it was not a problem. The staff was very friendly even called us to tell us our room was ready while we strolled the city! The room was huge, and clean. The bathroom is small but served its purpose. Now , the BEST part, its attached to Grand Central . We were a minutes walk to anywhere in the city! Grand Central is so pretty, so take time to explore inside . Also a Magnolia Bakery and Juniors is downstairs! Love their cheesecake! It was a perfect mini vacation!",InternetExplorer,Desktop,happy
id11004,Great place....excellent location...great staff....very nice rooms .....great bar lounge...,Edge,Desktop,happy
id11005,"This hotel was really great, location just off Time Square was perfect, rooms clean and tidy, staff really friendly but didnt eat as food and drink expensive.
Would recomend",Mozilla Firefox,Mobile,happy
id11007,"There's a lot of positive things about this place.
 First is location -- it's extremely convenient to the airport and most of the attractions as well. There is also a Trader Joes and Vons within less than a half mile -- almost walking distance. The location on the esplanade park and walkway is wonderful, with bayfront-estuary views and a huge walking-biking pathway right outside the door and a huge park there too. Its in a quiet safe neighborhood with the only sound disturbances being the planes taking off, because of the proximity to the airport. 
 The rooms have a nice almost full kitchen -- full size fridge, dishwasher, microwave, - burner range and no oven. There is a nice large granite type counter area that is very convenient for food preparation and a small dining table with - chairs in our one bedroom unit. There's a nice little balcony with one chair on it -- for a little reading or coffee in the sunshine. There are two LG flatscreen TVs -- one in the living room and one in the bedroom that are quite adequate. The fold out couch in the living room is smallish and the cushions are showing some age related compression, but it was still comfortable. There's a worktable with ergonomic chair and easy web access stuff and outlets that are efficient and comfortable. The bed linens are soft and comfortable, there are a wide variety of pillows available. The toilet paper is Cottonelle -- so it's nice and soft, not the single ply sandpaper stuff that many places are trying to offer now, and the toiletries are very nice Neutrogena products. 
 The business center computers are antiquated and slow and pretty much only useful for printing out boarding passes. The laundry is large and bright with plenty of machines that are modern and do a good job. My husband enjoyed the exercise equipment that included a treadmill, elliptical, stationary bike, free weights and a weight machine - drinking fountains and a TV were available in the workout room. 
The gardens and outdoor areas were extensive, well landscaped and maintained.. There was quite a variety of outdoor seating available, with many areas having gas fireplaces in the seating areas. There were several outdoor grills available for guest use that were modern, clean and ready to go. 
The breakfast and dinner offerings are adequate - but not gourmet. You get hot filling food, but it's just kind of average. Standard make your own waffles, bagels, english muffins, etc, - three """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""hot offerings"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" which usually are eggs, sausage and tater tots -- the best of which is the tater tots, and a fruit and yogurt bar that has canned peaches, canned mandarins, cottage cheese and yogurt, and some fresh melon chunks. Evening offerings are a nice enough salad bar, and a hot offering that has been during our stay - edible, but mostly because it's included. There's drinkable wine and beer and with the nice pool table and fireplace area, it offers a nice opportunity to unwind after the day. 
I found the staff to be friendly and responsive, even when our flight was delayed. The cleaning staff is polite, unobtrusive and efficient.
The hotel offers very good rates, with nice discounts for government and AAA and they participate in the HH points program. It is a family oriented hotel, so there will be kids at breakfast, in the pool, etc.... and, of course, their behavior is up to their parents ... but we had no problem with noise. 
Overall - the best place to stay in SanDiego if you're not looking for night life, excitement etc. If you want a great convenient location, nice facilities, large room, kitchen facilities, and the open air experience -- with just a few minutes to the zoo, SeaWorld, Balboa park, airport and downtown -- no parking fees, no internet fees, and a safe place where you and your kids can stretch out and run around.... This one's got it!!!",Internet Explorer,Mobile,happy
id11008,"We just returned from a - night stay (Oct. ---) and I cannot say enough wonderful things about this hotel. The entire staff is friendly, helpful and goes out of their way to make your stay delightful. Rick's Lounge is amazing. This is one of the few places where a continental breakfast includes hard boiled eggs ( a great item if you are watching your carbs). The coffees and snacks throughout the day and evening are a wonderful way to recharge after a busy schedule. However, the evening wine and cheese reception cannot be beat. It was so nice to relax and sip some sparkling wine before heading out to face the chaos of Times Square. Our room was a nice size (- double beds) but some of the rooms did look extremely small. The bathroom is beautiful and is so clean it sparkles. The entire hotel was extremely quiet, we never heard any street noise. The restaurant recommendations were perfect. This is the only place I want to stay!",Internet Explorer,Mobile,happy
id11012,"We booked this hotel through Expedia.ca as part of a fly-stay package. Never having stayed in NYC before, I really had no expectations. I had read that the hotel was older and maybe needed a face lift. That's maybe true, but the rooms were clean, the beds comfortable and as I always travel with earplugs, I wasn't bothered by traffic noise or other guests. True, the room wasn't overly large, but I'm not in NYC to spend time in my room! The hotel is definitely within walking distance of some great sightseeing spots (Times Square, -th Avenue, Central Park and Grand Central were all an easy walk, even for my -- year old mother-in-law). And it was a pleasant surprise to wake up Sunday morning and find Lexington Avenue closed to traffic in front of the hotel for a vendor's market that stretched for blocks. I'd give a special shout out to Craig, the concierge, who was able to obtain fantastic tickets for us to see Zarkana at Radio City Music Hall (I would have gone -- more times!) and to Jimmy the doorman for recommending a wonderful pizza restaurant within walking distance of the hotel which didn't break the budget! It might not be the biggest, brightest, newest hotel in NYC, but I enjoyed my stay and would definitely stay there again.",Mozilla Firefox,Mobile,happy
id11015,"Having never been to San Antonio previously I really didn't know what to expect from the Crockett, but I was pleased with my choice. The clerk at check-in was very cheerful and helpful, as was nearly all the staff I met. The clerk at check out was less cheerful, but then it was way too early an hour for me too! The location, right across from the Alamo is great for exploring the downtown area. Cost was very reasonable for the location, considerably less than some other hotels in the area. The room, while certainly less palatial than some others, was certainly large enough for my needs. The included breakfast was very good with eggs, fruit, cereal, waffles, yogurt, toast, pastries, etc. My only minor complaint was that the phone was not working, something I didn't discover until I didn't get my wake-up call on my final morning of my four day stay. Luckily I'd also used the radio alarm, which worked just fine.",Chrome,Desktop,happy
id11016,Great value for an airport hotel. Staff was efficient and check-in-check-out profess was very prompt.,Chrome,Desktop,happy
id11017,"This hotel is in a great location just off the magnificant mile. It's a garden inn--not the ritz. The room was clean and adequate, but not large and luxurious. We had a few minor problems with housekeeping (but they were responsive and took care of it immediately) and the cooling unit--hard to maintain a steady temperature--but nothing serious (or we would have rated it lower). The staff was friendly. We would happily stay there again, but also would consider other places.",InternetExplorer,Mobile,happy
id11018,"Staying at the Andaz was wonderful. I was upgraded to a splash suite, incredibly spacious and the tub impressive. I work as a travel agent and am fortunate to stay at many of the worlds finest hotels and rarely write reviews unless the property impresses me on many levels and the Andaz did just that. I will certainly be recommending it to my corporate and leisure clients. The staff was friendly and accommodating, and the restaurant was fresh and inviting. Great choice.",Mozilla Firefox,Tablet,happy
id11020,"We enjoyed our stay at the Belvedere. The location was great - one and a half blocks to Times Square area and many theatres. Hell's Kitchen area was --- block the other way which offered any type of restaurant that you could think of. The neighbourhood was safe and traffic was quiet at night. Our only complaint was the double bed that was tough to share. Rooms were good size and offered microwave, coffee maker and fridge.",Internet Explorer,Mobile,happy
id11021,We thoroughly enjoyed our stay at the Magnolia Hotel in Houston. The valet parking was a nice treat. Two complimentary cocktails were available in the evening. There was also cookies and milk available for an evening snack. My kids thought that was the coolest thing ever. We didn’t use the pool but did venture to the roof to experience the fabulous view. The fitness center was fully equipped and very nice. We didn’t make it to breakfast in time which I regret. All around a great place to stay and a reasonable price.,Internet Explorer,Tablet,happy
id11022,"This is hands down the best place in New York to have a meeting. We've had --- people in during October for the last two years. From GM Chris Hosmer to meeting planner Liz Haggerty and the whole meeting staff, these are the most professional, detail-oriented and caring people we've ever dealt with. The price-value relationship is simply off the charts; I can't imagine why anyone would hold an important meeting in midtown Manhattan anywhere else.",Firefox,Desktop,happy
id11023,Have just returned from a short break of - nights. There were - of us. Our rooms were next to each other on the --th floor with great views of Manhattan and the Chrysler Building. Rooms were a good size with two large doubles and a a small sofa bed. Very quiet. Friendly and knowlegable reception staff and concierge. We didn't eat in the hotel. Breakfast was taken in one of the many local diners and we then ate whereever we happened to be. Fantastic location we were able to walk to most places and the subway which was very easy to use was round the corner. Free internet service in the business centre to book our return seats. Our travel agent booked our taxi service to JFK but the hotel was actually cheaper.,Mozilla Firefox,Desktop,happy
id11024,"After searching all over the Internet, we finally held our breath and made a bid for a - star hotel and received our bid for the Intercontinental The Barclay.
We read every review and decided we owed it to everyone to give our review. If you land on The Barclay, you are in for a treat!
We spent a week (Spring Break) at this fabulous hotel and have just returned.
Getting there: First, you have many options, and you can spend -- bucks for a taxi, or, take the Air Train from JFK. A family of -, with luggage, we found the Air Train to be safe and easy. Best of all $-.-- per person will land you just a short walk (- blocks) to the Barclay. Total time is about an hour at -:-- am on a Saturday Morning. The help with directions at the Air Train Terminal is fantastic. The folks are patient and nice.
At the Barclay: We arrived early and knew our room would not be ready, but tried. I had emailed in advance and told the Guest Services it was a special occasion. To our delight, we were upgraded to a Designer Suite. We checked our bags ($-) each and did some touring of NYC.
The Room: Wow, the wait was worth it. We had a HUGE Bedroom and Sitting Room. The furniture is ultra modern, Bose Radio in the bedroom, Large TV, Refrigerator, and a well-stocked mini-bar. Check the prices first. We walked across the street and had two great Deli's to choose from, everything from A-Z.
The bed, wow, what a super night's sleep! We turned the fan on and used the 'white noise' to drown out the crazy horn-honking of NYC drivers. You will love the comfortable beds and the great pillows.
The staff even does turn down service and does a light make-over, replacing towels, and making the room ready for your return from an evening out. The chocalates are yummy! Of course check out the in-room breakfast choices. A Regular juice, eggs, toast, meat, and coffee is $--. There are too many options within walking distance, unless, of course you have a ton of cash.
Staff-Check-in was a great experience, many people there to help you out. Melissa was awesome! Everyone was friendly. House Security quickly found a bag my wife left in the lobby, after a frantic walk from downtown. Only one Bellman was not friendly, the rest went out of their way to help us. Concierege Staff is knowledgeable and mosthelpful.
Location: Just around the corner is an underground walkway to Grand Central Terminal. You take the Northwest Passage way next to the trains and you are --- feet from the hotel entrance. We walked from Broadway and Times Square a lot, sometimes skipping the convenent """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""S"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Train from Times Square to Grand Central. The Barclay is a convenient and excellent location. One day we had to rush to meet some friends at the Empire State Building. Taxi fare was $-.--. So, if you are in a hurry, taxis are a great value to make that curtain time. 
Ambience: Beautiful flowers at the entrance and a HUGE live flower ordains the lobby. Comfortable and stylish furniture make the lobby a great place to wait or 'people watch'. The atmosphere is upscale but not pretentious. Everything from jeans to designer suits were being worn.
If you want a super clean, upscale, larger than normal rooms,. Make the Barclay your place to stay!",Internet Explorer,Mobile,happy
id11025,"recently took - boys there to watch a Lion's football game. the location of this hotel was hard to beat, right downtown, with people-mover access just a - min. walk from the door. valet parked the car and never needed it again until we left a couple days later. the exercise room is fantastic, very high end equipment. would have enjoyed a pool, sauna and-or hot tub perhaps. but that was one of the few items lacking. suite was quiet and clean, beds-linens were very comfortable. we did not eat in, but there are options for dining as well as a nice lounge right in the hotel. we opted for some other local eateries, just a people-mover ride away.",Mozilla Firefox,Desktop,happy
id11026,"We had a good experience during our weekend stay and chose this location because we were traveling by car back and forth to --th Street and this was a hassle free route.
Our room was dbl-dbl with kitchenette,adequate for our needs and I appreciated the eco-friendly aspects to the hotel.Hotel staff was friendly,esp.Bernadette who was most helpful on arrival. The breakfast buffet was good.The hotel has a nice neighborhood feel and close to Dupont Circle and metro.Yes,the parking is free behind the hotel,but space is limited and it did work out for us once,otherwise we parked on the street.",Google Chrome,Desktop,happy
id11027,"Unique boutique hotel, Rouge = red. Truly Red theme - walls, headboards, floors in lobby & restaurant. Very large room, - double beds, - chairs, great working space across one entire wall. Room has minibar, wall safe, robes to use during stay. Lots of power outlets for all the devices. Great location, just a few blocks to Dupont Circloe Metro stop. Have the social hour with free wine (and nice wine!), the Cafe serves wonderful food, very fresh and unique (asparagus salad was fantastic, great hummus and pita bread). Staff are very courteous, responded quickly to any questions or concerns. Discovered only - negative - no sleep timer on the TV remote for those of us who like to fall asleep to the TV.",Google Chrome,Tablet,happy
id11028,"Historically interesting for its art moderne architecture and legacy as a former bank office tower (one of the first towers ever to be air conditioned), the lobby and public areas of the hotel have been restored nicely to capture the time of original construction. Good location, easy walk to Reading Terminal and its shops-eat places across the street, as well as walking distance to Independence Mall and Rittenhouse Square. There is a nice lap pool with good views, as well as full gym and steam-sauna--all pluses.
On down side, air conditioning didn't work. We had to change rooms after a service technician came up three times to fix it, and it never got cool enough and also had a bit of a funky smell. We were on the two floors that allow dogs, so if you have a dog this hotel is a good choice. We had a small dog--challenge to find nearby grassy spots btw when you walk dog.",Firefox,Mobile,happy
id11030,"Full disclosure: I am a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""gold"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" level cardholder with Marriott so my experience may differ from the other reviews which aren't so hot. My city view room was spotless. Checking in was speedy as was checking out. If you have access to the concierge lounge, the outdoor patio is great to relax on. The location is ideal as it's close to the airport, convention center and the art museum. Across the street is Il Fornaio restaurant-very good for lunch-dinner.",Internet Explorer,Mobile,happy
id11032,"I stayed just one night at the Talbott while visiting Chicago this Spring, and did not want to leave. The staff was so friendly and helpful, and the rooms were great. The location was perfect for sightseeing and shopping. I would definitely stay there again.",Firefox,Tablet,happy
id11033,"I went to Farmers Daughter Hotel for my --th bday this year and it was the best thing in the world. The food was great,the rooms,the pool the animals (parrots!). The stay was exceptional!!!!!!! I loved it!",Mozilla,Mobile,happy
id11034,"The Kimberly Suites Hotel was a great experience. The staff are so friendly and service minded, especially the doormen and the Penthouse Lounge waiters. The Penthouse lounge (--th floor) is a great place for breakfast or drinks in the evening. The view with the big windows and the lit up Chrysler building and comfortable chairs are great. We got upgraded to a suite and the furniture, antique style, makes you feel like you are in Rome. Two bath-rooms with rain shower faucets and great towels. Comfortable bed, two TVs, and quiet and nice. What a way to start sightseeing in NY, Manhattan. The location could not be better. A bit a way from the noisy and messy Times Square, but surely within close walking distance. Fifth avenue and all shopping on Madison is so close by. Lexington and around the --th have so many restaurants. The -- hour breakfast next to the hotel is a great Manhattan experience with good breakfast food and very fast service. The National restaurant down the street is a great fine dining restaurant. And the hotel offers daily passes to the NY Health and Racquet Club, if you feel the hotel workout area is too small. A few blocks away and close to Saks on Fifth.
Pricey, yes everything is on Manhattan. Value considering Manhattan-clearly worth the extra money!",Chrome,Mobile,happy
id11035,"Spent a few days here while my partner attended a medical conference. Great staff, had trouble with the heater in my room and someone was sent up immediately. Great concierge and doormen as mentioned by other reviewers. Was not crazy about the bar-lounge-dining area, that could be reworked. Easily accessible to shopping and it is a stop for the tourist trolley which is a plus. Love, love, love the pool, jacuzzi, gym on the -th floor. Would stay here again for that experience......",InternetExplorer,Mobile,happy
id11037,"My husband and I stayed at the Fairmont for Labor Day weekend for our first visit to Chicago. We got a ridulously affordable rate including breakfast every day, the only catch it was non refundable. I would suggest joining the Fairmont's presidents club, which is what we did and got free use of the gym, free internet daily and free late -pm check out. The rooms were large, the beds comfortable. The only complaint we had was the shower, terrible water pressure. The hotel was clean, the staff helpful. Great location, a bit off Michigan Avenue so its quiet. When we go visit chicago again I would not stay anywhere else. Ask for the presidents club rate including breakfast and join the presidents club, its free!",Mozilla Firefox,Tablet,happy
id11038,"We loved this hotel is the close to everything we wanted to see and a short walk from the subway station. My kids loved the train that goes under the hotel, it was an added attraction at no cost. 
We bought tickets at the hotel to go on a ferry around the harbor, the pier was about - blocks away. We had a full big breakfast at the corner diner for around $-- for four people, which is a great value in the city. We will be stay there again next year.",Mozilla Firefox,Desktop,happy
id11039,"Breathtaking views of capital and Washington Memorial in front of hotel. Beautifully designed and meticulously clean large rooms. Especially reccomend -th floor rooms whipch for a liittle extra you get wonderful breakfast, evening wines and hoers doerves and an adjacent business center. all staff friendly and professiona",Mozilla Firefox,Desktop,happy
id11041,"The BEST valets anywhere! This is the best hotel at which I've stayed in Houston. It is private, quiet, well appointed and usually the staff are EXTREMELY nice and accommodating. I've never made the evening reception the several times I've stayed here, but I assume it's a nice treat. The cookies and milk at bedtime are great. The biggest complaint is you have to go to the lounge for wi-fi. A bit pricey, but it hasn't kept me from staying there on several occasions.",Internet Explorer,Desktop,happy
id11042,"The lobby looked wonderful, and a pretty sitting area. Hotel staff were nice and helpful. The hotel room was nice with a luxurious Grand Bed, nice amenities, and a great view from the room. The restaurant was fancy with delicous continental breakfast, and a gift shop that has nice San Francisco souvenirs. it's a wonderful hotel. I would stay there again.",Firefox,Mobile,happy
id11044,"Don't let the road where the hotel is based put you off, it doesn't look that nice, but it's absolutely fine and the central location is fantastic.
We were allowed to check in early. The room was spotless, spacious and everything was brand new.
There was a little noise, but you are a fool if you think that it will be silent anywhere in NY.
Breakfast was fantastic, and served until --am, not -am. It was the only hotel that I found that offered breakfast free of charge. And the price was great, $--- for two people per night. That's not expensive for NY.
Staff were friendly, would do anything to help. When we checked out we asked if we could leave our bags there for the day. There was absolutely no problem, and they didn't charge us for doing it.
Overall, it was a great hotel at a great price. It's not luxurious, but it's everything else!",Mozilla,Desktop,happy
id11045,"Just returned from a six day trip to San Antonio, TX. and while there we stayed at the JW Marriott Resrt & Spa. The property is amazing. For families they have an on site water park complete with slides, lazy river pool, cabanna's etc. The rooms were very nice and there were a few restaurants on site. 
We had an opportunity to eat at the Steak House, -- Oaks which is loctaed on the golf course and it was exceptional. It is somewhat pricey but worth every penny. They also have a large sports bar-restaurant with numerous beers on tap and decent bar food. Another on site restaurant is the Cibolo Moon which is open for breakfast, lunch and dinner and we ate there on a few occassions and must say it was also very good. I also thought the prices were fair for the type of property the resort is. 
The only draw back to staying at this property is that you need a car as there is nothing within walking distance so therefore yo have to drive. To take a cab into san Antonio too see the Riverwalk or the Alamo it is a SIXTY DOLLAR cab fare one way. The hotel does not have a shuttle and I do not think that they are planning on getting one as they want you to stay and spend your money at the resort. With that being said I would not hesitate to go back.
It is also of note that all the staff are great and go out of their way to make you feel very special.",Chrome,Mobile,happy
id11046,"Just stayed at the Whitehall Hotel in August ---- for the third time and found it better than ever. I was very surprised to read the recent reviews posted for this hotel. The first time I stayed here in ---- they were in the process of renovating their rooms. The room we had then was nice and clean. I assumed by now all their rooms had been renovated but maybe not from the sound of some of these reviews. I stayed at the Whitehall in December ---- and found the hotel again quite nice for the price and a great location for shopping and dining in the snow. It is across the street from the Four Seasons, a half block from the John Hancock Building on Michigan Avenue, one block from Watertown Mall and just a couple of blocks from great restaurants on Rush Street. 
We found the staff very friendly and accommodating. Furnished us with umbrellas, great restaurant recommendations and directions. The elevators are small but we didn't find that to be a problem. My husband and I fit in it with a large suitcase and a rolling golf bag. Capacity on the elevator is limited to -. I guess we were just never in a hurry.
We stayed on the top floor in a king room with a bay window at no extra cost. Room was spacious, very clean. Bathroom was plenty big with large vanity. The bed was comfortable and we had no problem with the air conditioner. We will definitely stay there again as we love visiting Chicago.",Edge,Tablet,happy
id11047,"Nine Zero is well placed for exploring Boston. We only used the transit once to visit Harvard, otherwise we walked everywhere. You can step right out of the front door and onto the Freedom Trail and if you need a subway it's just a block away. Rooms are stylish with spacious, well appointed bathrooms and comfortable beds. There is a pleasing ambiance throughout the hotel and we found the early evening wine reception a fun way to start the evening and exchange stories with fellow guests. Staff were courteous, friendly and professional and happy to make our stay as comfortable as possible. A boutique hotel might not seem an obvious choice with two teenage boys but we all appreciated the hotel for different reasons.",Safari,Mobile,happy
id11048,"I've stayed in at least a dozen hotels in San Francisco within walking distance of the Palomar. Most cost a little less. For me, the slightly higher rate for the Palomar was worth it. 
It's not a true luxury hotel, so don't go there expecting something extraordinary; if you're content with a basic, comfortable room, you can find many at a lower rate. But at the Palomar, my room was definitely larger than average. Although I don't spend a lot of time in my hotel rooms, over a period of several days a small room can feel cramped. The bed was fine, the decor was understated and classy. Everything was clean. Flat screen TV with DVD player, mp--player clock radio, mini bar, bathrobes and umbrella in the closet along with an iron, selection of good newspapers. The bathroom was average--nothing remarkable, but no problems with the shower or anything else (not always the case in my experience; sometimes showers are cramped, or the shower head is too low, or the water turns hot and cold by itself). I was on the seventh floor, and although the windows were covered by plate plexiglass, which dampened exterior noise from the busy street below, I could hear an occasional honk or dumpster routine in the middle of the night. But it was relatively quiet; I've been to many hotels in the area at which dumpsters being emptied in the middle of the night have made sleep impossible; not so here. It has a free wine hour in the evening.
The location--around the corner from Market Street--is a matter of personal preference. It's a short walk to Union Square, but there are many hotels a few blocks closer. I always use the BART, so I liked having the station a minute from the hotel, instead of ten minutes.
I was particularly impressed by the service. Each and every one of the people I dealt with at the front desk was extremely helpful as well as friendly. I got a good recommendation for a breakfast place nearby, and the staff person called to make sure it was serving before I walked over. I had a problem with my check at the hotel bar (under separate management) and the hotel took care of it without any hassle at all. I The doorman always wished me a nice day and asked if I wanted transportation, but he was never pushy. The room was cleaned unobtrusively. These are all things we should expect, but just don't always happen, so when everything works, I think it's worth mentioning.
A few details: The hotel is pet friendly. If you're a Klimpton member, wi-fi is free. The lobby is small, so you won't want to sit in it a read a newspaper or hang out.",Google Chrome,Desktop,happy
id11049,"I WILL ALWAYS GO HERE !!!! sooo wonderful. Friendly staff. Very clean. Perfectly located!! We could only stay for - nights, BUT wow ... Best - nights ever. Much needed vacation. Mini oasis !! The Belle steam ship was AWESOME !!!!! went across the bay and ate at the Catamaran Hotels restaurant ... MMMMMM Sooo good !! We WILL be back for a longer trip!",Edge,Desktop,happy
id11051,"With a family of five, it's important to find a good value for vacation. We were pleased with choosing Hampton Inn Northwest Austin. The room was clean and comfortable, the pool was very clean, and the staff was helpful. The complimentary hot breakfast buffet is excellent - we had fresh waffles, omelets, sausage, and fresh fruit.",Mozilla Firefox,Mobile,happy
id11053,"Great location on the furthest west side of the riverwalk. Prices decent for this location, close to everything. rooms are large, and have down pillows and comforters similar to the 'w' chains..very comfortable sleeping. the food was good, with thier own style of sausage and eggs benedict, coffe was good, and the staff were very eager to please. the only negatives were the fact that they dont have a pool, and that valet parking was steep at --.--. overall a great place to stay, and would consider staying there again!!!",Chrome,Desktop,happy
id11057,"Very nice hotel with spacious well furnished rooms and bathrooms. Very comfortable beds. Friendly hotel staff. Within walking distance of many of the historic sites. Nice bar, lounge area off the reception area. Very clean. Some furnishings showing a little wear.",InternetExplorer,Desktop,happy
id11059,"I stayed here for the first time for a friend's wedding. This hotel is superb, I would highly recommend it. The staff was very professional, accommodating, and pleasant. The Eastern Standard and Hawthorne are both excellent establishments. My room was fabulous.",Mozilla Firefox,Desktop,happy
id11061,"we stayed two nights and were very pleased with our stay here. The room was clean and the beds comfortable, nice large tub and robes. The breakfast was very nice and the complimentary snacks in the lounge were a nice addition. My son had room service, burger was too rare but they were quick to re-do it for him. The bar had great service, good food and fun staff. The shuttle to the light rail station was perfect and the people were all very helpful and nice. The grounds are well kept and the entire place was clean. Will return for sure!",Edge,Desktop,happy
id11062,"My wife and I regularly travel Christmas to New Years and decided on Boston this year. When we chose XV Beacon, we had no prior knowledge of the hotel other than looking at its website and review on Tripadvisor and booking.com. We arrived Christmas Eve, the night before the blizzard and you would think that anyone working Christmas Eve would want to do anything but be at work, let alone during a blizzard. This couldn't be further from the truth at XV Beacon. The staff was amazingly attentive, friendly and helpful without being overbearing. During the night of the blizzard, the only restaurant open was the hotel's (Mooo) which happens to be an amazing steak place in its own right. The hotel's room service is also served by Mooo, so we decided to have a great steak in our room, snow and wind blowing outside in front of the fireplace in our room...what could be better. From the bell staff, front desk, concierge and cleaning staff...you simply don't find service like this in most hotels, let alone more expensive ones. We highly recommend XV Beacon to anyone wanting a great place in the heart of Boston.",Mozilla,Mobile,happy
id11063,"I'm a big fan of the personal service I've experienced at all the Omnis I've stayed at, and the Shoreham more than lived up to my high expectations. We were travelling with our kids and my sister-in-law, who kindly agreed to bunk in with them. I asked the loyalty ambassador, Katie, for connecting rooms and we were given fabulous, huge corner connecting rooms (even though it was Memorial Day weekend, and the hotel seemed very full, and we had booked in on the Omni's discounted rate for that weekend). The kids love the Select Guest """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""morning drinks"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" that the Omni offers, too. The Omni is a bit out of town; the first day we drove in, the second we took the Metro, which seems a better bet to me.",Chrome,Mobile,happy
id11064,"I recently stayed at this Kimpton property while on business in DC. From the time I walked in I knew it was going to be an amazing experience and stay. The staff are all very courteous and outgoing. They will do anything to make your stay the best ever. Customer service is vitally important in my decision for repeat stays and the staff at Palomar won me over. The lobby is very clean and welcoming with its hip decor and music. There is a great manager's wine reception every evening that is a superb networking time and social frenzy. I had a HUGE room overlooking the street. The rooms are decorated with a nice minimalist touch. The bed and linens like most Kimpton properties are soft and a perfect end to a busy day. You couldn't ask for a cooler location. The hotel is right in the heart of Dupont Circle with lots of fun pubs and diverse cuisine close by. It is very convenient to the metro and just a few stops from the monuments. Overall, I had an amazing stay and plan to make Palomar one of my top hotel choices as I am frequently in DC.",Firefox,Desktop,happy
id11065,"My wife and I just returned from NY and while in Manhattan we staryed at the Crowne Plaza. This is a great hotel. Friendly staff, perfect location (Times Square), very clean. Our first two nights we stayed at the Fairmont """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Plaza Hotel"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""", however at half the cost and double the advantages the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Crowne Plaza"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" was the best choice. When we return to NY we will be staying at the Crowne Plaza. You will not be disapointed.",Chrome,Mobile,happy
id11066,"My boyfriend and I recently stayed at the Donatello and we can't say enough nice things about it. It was our first time to San Francisco and we booked the resort through Shell Vacations Club. (We are members.) The hotel is centrally located within walking distance of Union Square and Chinatown and within a -- minute driving distance of Lombard Street, the Wharf and the Golden Gate Bridge. The room and the hotel were lovely. The room was tastefully decorated with nice colors and a number of windows, a large bed and a pullout couch. There was also a mini-kitchen in the room, with a microwave, small refridge, a sink, plates, cups and utinsels. The hotel staff was exceptional, - the valet, the concierge, the front desk employees, the cleaning crew, EVERYONE - were extremely nice and very helpful. I would recommend this hotel-resort to my family and friends. It was a wonderful experience.",Firefox,Desktop,happy
